Id,wavelength,reflectance,direct_transmittance,diffuse_transmittance
484,7.4,1.747,0.0,1.2933
485,7.5,1.758,0.0,1.3011
486,7.6,1.677,0.0,1.2415
487,7.7,1.702,0.0,1.2601
488,7.8,1.678,0.0,1.2425
489,7.9,1.676,0.0,1.2406
490,8.0,1.618,0.0,1.1976
491,8.1,1.701,0.0,1.2591
492,8.2,1.836,0.0,1.3588
493,8.3,2.046,0.0,1.5141
494,8.4,2.098,0.0,1.5532
495,8.5,2.221,0.0,1.644
496,8.6,2.324,0.0,1.7202
497,8.7,2.294,0.0,1.6977
498,8.8,2.47,0.0,1.8286
499,8.9,2.413,0.0,1.7856
500,9.0,2.156,0.0,1.5961
501,9.1,2.148,0.0,1.5903
502,9.2,2.245,0.0,1.6616
503,9.3,2.114,0.0,1.5649
504,9.4,1.874,0.0,1.3871
505,9.5,1.675,0.0,1.2396
506,9.6,1.718,0.0,1.2718
507,9.7,1.678,0.0,1.2425
508,9.8,1.748,0.0,1.2943
509,9.9,1.861,0.0,1.3773
510,10.0,1.959,0.0,1.4496
511,10.1,2.104,0.0,1.5571
512,10.2,2.257,0.0,1.6704
513,10.3,2.383,0.0,1.7642
514,10.4,2.476,0.0,1.8325
515,10.5,2.559,0.0,1.8941
516,10.6,2.629,0.0,1.9458
517,10.7,2.68,0.0,1.9839
518,10.8,2.681,0.0,1.9849
519,10.9,2.714,0.0,2.0093
520,11.0,2.735,0.0,2.024
521,11.1,2.704,0.0,2.0015
522,11.2,2.717,0.0,2.0113
523,11.3,2.761,0.0,2.0435
524,11.4,2.764,0.0,2.0455
525,11.5,2.798,0.0,2.0709
526,11.6,2.755,0.0,2.0396
527,11.7,2.703,0.0,2.0005
528,11.8,2.677,0.0,1.981
529,11.9,2.676,0.0,1.981
530,12.0,2.654,0.0,1.9644
531,12.1,2.678,0.0,1.982
532,12.2,2.695,0.0,1.9947
533,12.3,2.686,0.0,1.9878
534,12.4,2.582,0.0,1.9117
535,12.5,2.544,0.0,1.8833
536,12.6,2.518,0.0,1.8638
537,12.7,2.408,0.0,1.7827
538,12.8,2.351,0.0,1.7397
539,12.9,2.297,0.0,1.7007
540,13.0,2.153,0.0,1.5932
541,13.1,2.155,0.0,1.5952
542,13.2,2.112,0.0,1.5629
543,13.3,1.842,0.0,1.3637
544,13.4,1.941,0.0,1.4369
545,13.5,1.755,0.0,1.2992
546,13.6,1.506,0.0,1.1146
547,13.7,1.608,0.0,1.1898
548,13.8,1.54,0.0,1.14
549,13.9,2.206,0.0,1.6333
550,14.0,1.814,0.0,1.3431
