wavelength;reflectance;direct_transmittance;diffuse_transmittance
0.791;45.16815325;0.0;45.4834001
0.792;45.171027;0.0;45.49606645
0.793;45.1738128;0.0;45.51199425
0.794;45.17726175;0.0;45.52779895
0.795;45.18064485;0.0;45.5428251
0.796;45.18316665;0.0;45.5570466
0.797;45.1844737;0.0;45.5704328
0.798;45.18735425;0.0;45.58281455
0.799;45.19267125;0.0;45.5961669
0.8;45.1982169;0.0;45.6170537
0.801;45.2042322;0.0;45.63288205
0.802;45.2095217;0.0;45.64490565
0.803;45.21257565;0.0;45.66072865
0.804;45.21719645;0.0;45.674097
0.805;45.2215676;0.0;45.68732335
0.806;45.2247136;0.0;45.70294045
0.807;45.2330431;0.0;45.7192446
0.808;45.2391502;0.0;45.7338794
0.809;45.242079;0.0;45.74685935
0.81;45.24976635;0.0;45.76135915
0.811;45.254297;0.0;45.774857
0.812;45.2581577;0.0;45.7883281
0.813;45.2664501;0.0;45.8032652
0.814;45.2664908;0.0;45.81192005
0.815;45.2696392;0.0;45.8238235
0.816;45.28146275;0.0;45.8434489
0.817;45.28108885;0.0;45.8543016
0.818;45.2813079;0.0;45.8617623
0.819;45.2857908;0.0;45.87114665
0.82;45.28983805;0.0;45.88840195
0.821;45.29953135;0.0;45.9051903
0.822;45.30657345;0.0;45.91754655
0.823;45.302118;0.0;45.92443395
0.824;45.30496755;0.0;45.9336668
0.825;45.30787315;0.0;45.9468451
0.826;45.3065223;0.0;45.96182115
0.827;45.3080769;0.0;45.96945245
0.828;45.3074183;0.0;45.975478
0.829;45.3048748;0.0;45.98228865
0.83;45.3042159;0.0;45.9905884
0.831;45.30726825;0.0;46.00062325
0.832;45.31048695;0.0;46.0115768
0.833;45.30944785;0.0;46.02140455
0.834;45.30097315;0.0;46.023204
0.835;45.2963702;0.0;46.0288493
0.836;45.29919425;0.0;46.0416466
0.837;45.30157215;0.0;46.05187415
0.838;45.30161185;0.0;46.0601928
0.839;45.3004702;0.0;46.06762315
0.84;45.30055235;0.0;46.07568125
0.841;45.2972054;0.0;46.08342965
0.842;45.29484945;0.0;46.09086755
0.843;45.2960395;0.0;46.0983418
0.844;45.29536685;0.0;46.107213
0.845;45.29142815;0.0;46.1138487
0.846;45.2853291;0.0;46.1190638
0.847;45.28064845;0.0;46.12754615
0.848;45.2807607;0.0;46.13691755
0.849;45.281325;0.0;46.1459878
0.85;45.2777968;0.0;46.15383565
0.851;45.2774987;0.0;46.1598208
0.852;45.27583495;0.0;46.16554815
0.853;45.27079545;0.0;46.17155635
0.854;45.26505895;0.0;46.176211
0.855;45.26436155;0.0;46.1825129
0.856;45.26732785;0.0;46.1912365
0.857;45.26829165;0.0;46.20145115
0.858;45.25852795;0.0;46.20607045
0.859;45.2533113;0.0;46.21138765
0.86;45.25901975;0.0;46.2207571
0.861;45.2450719;0.0;46.2226983
0.862;45.23999065;0.0;46.22814755
0.863;45.245094;0.0;46.23735515
0.864;45.23923315;0.0;46.2417709
0.865;45.23610885;0.0;46.2494261
0.866;45.23479685;0.0;46.2582042
0.867;45.2319149;0.0;46.2643584
0.868;45.22969405;0.0;46.26937695
0.869;45.22517945;0.0;46.27146805
0.87;45.2195111;0.0;46.27341805
0.871;45.2203802;0.0;46.28538135
0.872;45.22203105;0.0;46.29887365
0.873;45.2211334;0.0;46.3073413
0.874;45.2164109;0.0;46.3074143
0.875;45.2179369;0.0;46.31819875
0.876;45.21368045;0.0;46.32611055
0.877;45.200449;0.0;46.3241718
0.878;45.2014965;0.0;46.32856925
0.879;45.20086905;0.0;46.3351678
0.88;45.1969153;0.0;46.3422643
0.881;45.1958607;0.0;46.3490016
0.882;45.19497545;0.0;46.35676135
0.883;45.19291615;0.0;46.3620684
0.884;45.18914145;0.0;46.3636346
0.885;45.18467465;0.0;46.370211
0.886;45.18264505;0.0;46.37707425
0.887;45.1798957;0.0;46.3811046
0.888;45.1674593;0.0;46.38087135
0.889;45.1733953;0.0;46.39133365
0.89;45.18176785;0.0;46.40411075
0.891;45.17195745;0.0;46.40739665
0.892;45.1610362;0.0;46.40512405
0.893;45.1570758;0.0;46.40963515
0.894;45.16004075;0.0;46.42102885
0.895;45.1594386;0.0;46.42182775
0.896;45.15580435;0.0;46.4263212
0.897;45.1489412;0.0;46.4326621
0.898;45.1401939;0.0;46.43447775
0.899;45.13840345;0.0;46.43399965
0.9;45.13731575;0.0;46.4346974
0.901;45.1336323;0.0;46.43875195
0.902;45.1318885;0.0;46.4459869
0.903;45.130119;0.0;46.45641415
0.904;45.1268294;0.0;46.46412865
0.905;45.12148475;0.0;46.46313985
0.906;45.1222309;0.0;46.47449295
0.907;45.12038005;0.0;46.4841405
0.908;45.110627;0.0;46.4825886
0.909;45.0981152;0.0;46.4787576
0.91;45.0998009;0.0;46.4872831
0.911;45.1031363;0.0;46.4985931
0.912;45.08247285;0.0;46.49143675
0.913;45.08755495;0.0;46.49887505
0.914;45.0926155;0.0;46.50465465
0.915;45.078191;0.0;46.4979375
0.916;45.0739775;0.0;46.50365285
0.917;45.0725387;0.0;46.51026605
0.918;45.0707151;0.0;46.51501825
0.919;45.0674534;0.0;46.52035225
0.92;45.0633939;0.0;46.52365445
0.921;45.05830155;0.0;46.52647805
0.922;45.05033345;0.0;46.5276913
0.923;45.03001945;0.0;46.51212695
0.924;45.0294509;0.0;46.51910295
0.925;45.0412739;0.0;46.538599
0.926;45.02852615;0.0;46.5245893
0.927;45.0130497;0.0;46.52069675
0.928;44.99832245;0.0;46.52019115
0.929;44.9860245;0.0;46.5142928
0.93;44.98465145;0.0;46.5223673
0.931;44.97373135;0.0;46.52013375
0.932;44.9537812;0.0;46.50542635
0.933;44.9423608;0.0;46.49465305
0.934;44.9319666;0.0;46.49391925
0.935;44.91940345;0.0;46.49579345
0.936;44.90560335;0.0;46.4928902
0.937;44.90527775;0.0;46.4910517
0.938;44.88926295;0.0;46.47537645
0.939;44.86254935;0.0;46.45540245
0.94;44.8557873;0.0;46.4585275
0.941;44.8248515;0.0;46.44831515
0.942;44.80095315;0.0;46.43628265
0.943;44.8034821;0.0;46.43231645
0.944;44.76432735;0.0;46.4077064
0.945;44.7401042;0.0;46.39785805
0.946;44.7306826;0.0;46.3973019
0.947;44.6960175;0.0;46.3724868
0.948;44.67073555;0.0;46.36445615
0.949;44.64437575;0.0;46.34679775
0.95;44.6140117;0.0;46.3075051
0.951;44.62670085;0.0;46.31491705
0.952;44.61144845;0.0;46.29656975
0.953;44.5652501;0.0;46.25687205
0.954;44.52760855;0.0;46.24536175
0.955;44.47076765;0.0;46.21091
0.956;44.41668775;0.0;46.17190265
0.957;44.38404565;0.0;46.14815475
0.958;44.36734135;0.0;46.13808585
0.959;44.35804795;0.0;46.1280583
0.96;44.3449352;0.0;46.11331335
0.961;44.3183568;0.0;46.09534405
0.962;44.29710005;0.0;46.0829537
0.963;44.2686095;0.0;46.0727094
0.964;44.23253855;0.0;46.06087425
0.965;44.2222146;0.0;46.0458595
0.966;44.1967877;0.0;46.0342178
0.967;44.1765064;0.0;46.0274372
0.968;44.1941805;0.0;46.0239794
0.969;44.1886884;0.0;46.02134625
0.97;44.1643334;0.0;46.0042795
0.971;44.13088345;0.0;45.97920315
0.972;44.09675555;0.0;45.9858241
0.973;44.0921231;0.0;45.9866276
0.974;44.10857685;0.0;45.9944998
0.975;44.12024865;0.0;46.021174
0.976;44.09232275;0.0;45.9959205
0.977;44.0524941;0.0;45.97068295
0.978;44.03594105;0.0;45.97574005
0.979;44.07845195;0.0;46.01076845
0.98;44.0766541;0.0;46.00300205
0.981;44.0437926;0.0;45.97471255
0.982;44.02075165;0.0;45.9642534
0.983;44.04588355;0.0;45.9830287
0.984;44.0279317;0.0;45.99425905
0.985;43.98765775;0.0;45.9945664
0.986;44.01390985;0.0;46.0023554
0.987;44.02947055;0.0;46.0023452
0.988;43.99373175;0.0;45.97570365
0.989;43.928902;0.0;45.93750435
0.99;43.9825401;0.0;45.9789964
0.991;44.0315863;0.0;46.01189155
0.992;44.0425156;0.0;46.0214744
0.993;44.0226176;0.0;46.01898295
0.994;43.995801;0.0;45.9707114
0.995;44.0112592;0.0;45.9994031
0.996;44.0564648;0.0;46.1025191
0.997;44.0416303;0.0;46.10939065
0.998;44.040537;0.0;46.09868515
0.999;44.04612855;0.0;46.09400775
1;44.039012;0.0;46.10031935
1.001;44.0402123;0.0;46.0969431
1.002;44.0496694;0.0;46.084113
1.003;44.0493015;0.0;46.0896272
1.004;44.04409815;0.0;46.09844205
1.005;44.0718583;0.0;46.14022245
1.006;44.06650015;0.0;46.19513465
1.007;44.04197875;0.0;46.21030935
1.008;44.0538376;0.0;46.2384469
1.009;44.04017025;0.0;46.25440375
1.01;44.0213775;0.0;46.25063135
1.011;44.056232;0.0;46.2711966
1.012;44.09911225;0.0;46.28407735
1.013;44.1146147;0.0;46.29017125
1.014;44.1332529;0.0;46.30155735
1.015;44.17355805;0.0;46.3162505
1.016;44.187274;0.0;46.3278647
1.017;44.1735523;0.0;46.340003
1.018;44.16406385;0.0;46.34635285
1.019;44.18580545;0.0;46.3671111
1.02;44.19433785;0.0;46.3932422
1.021;44.1961166;0.0;46.3958658
1.022;44.22379685;0.0;46.4157015
1.023;44.24051835;0.0;46.4512029
1.024;44.2393341;0.0;46.45491715
1.025;44.24943265;0.0;46.45366635
1.026;44.25268395;0.0;46.47424935
1.027;44.26923655;0.0;46.49013035
1.028;44.29817875;0.0;46.4769384
1.029;44.3129068;0.0;46.50082685
1.03;44.3447991;0.0;46.5761379
1.031;44.35452435;0.0;46.60133175
1.032;44.3469153;0.0;46.61226545
1.033;44.316392;0.0;46.629395
1.034;44.30699;0.0;46.612509
1.035;44.28395625;0.0;46.58078865
1.036;44.3011387;0.0;46.5977461
1.037;44.333539;0.0;46.60636455
1.038;44.31601105;0.0;46.6115772
1.039;44.3325673;0.0;46.64177375
1.04;44.35674;0.0;46.667816
1.041;44.3507497;0.0;46.69940195
1.042;44.36257425;0.0;46.70809755
1.043;44.4174983;0.0;46.7055469
1.044;44.4223482;0.0;46.7148523
1.045;44.3852251;0.0;46.69689495
1.046;44.3862955;0.0;46.70258495
1.047;44.3896259;0.0;46.7371965
1.048;44.3931547;0.0;46.7659505
1.049;44.42940225;0.0;46.77310125
1.05;44.4507187;0.0;46.7979323
1.051;44.4478016;0.0;46.81574165
1.052;44.4685374;0.0;46.8327593
1.053;44.469762;0.0;46.8372154
1.054;44.46851175;0.0;46.8272339
1.055;44.4840536;0.0;46.8371863
1.056;44.4533052;0.0;46.84162435
1.057;44.4384263;0.0;46.84735595
1.058;44.41405925;0.0;46.87779615
1.059;44.4094495;0.0;46.88120285
1.06;44.41815825;0.0;46.84850725
1.061;44.42799425;0.0;46.8533082
1.062;44.45848225;0.0;46.87330435
1.063;44.46210635;0.0;46.87984335
1.064;44.4528486;0.0;46.90650235
1.065;44.43425895;0.0;46.9244165
1.066;44.4017656;0.0;46.9092229
1.067;44.3926055;0.0;46.90653125
1.068;44.43925105;0.0;46.93909325
1.069;44.46542605;0.0;46.9422995
1.07;44.48068625;0.0;46.95303135
1.071;44.52615965;0.0;46.9973531
1.072;44.5277223;0.0;46.9988906
1.073;44.47208285;0.0;46.95325535
1.074;44.46288255;0.0;46.9527045
1.075;44.45836965;0.0;46.9508475
1.076;44.44532085;0.0;46.94573745
1.077;44.45242245;0.0;46.9742479
1.078;44.4467398;0.0;46.98298385
1.079;44.4172653;0.0;46.9673756
1.08;44.40790755;0.0;46.97017995
1.081;44.42449215;0.0;46.9863101
1.082;44.4514757;0.0;46.98255745
1.083;44.47320135;0.0;46.98778465
1.084;44.484661;0.0;46.9965811
1.085;44.4686662;0.0;46.99451995
1.086;44.39070705;0.0;46.97176785
1.087;44.38121825;0.0;46.98090785
1.088;44.3984126;0.0;47.01318295
1.089;44.39898805;0.0;47.0104838
1.09;44.4445159;0.0;47.01180715
1.091;44.44306155;0.0;47.00623375
1.092;44.3774758;0.0;46.9488332
1.093;44.3591713;0.0;46.94040755
1.094;44.35970865;0.0;46.97168605
1.095;44.3411343;0.0;46.9848419
